,Unnamed: 0,Customer_id,Customer_age,Customer_sex,Customer_type,Customer_city,Visits,Device_used,Device_Platform,Existing_Customer,Product_id,product_visit,Days_in_cart,Viewd_in_cart,Price,Transcation_amount,discount_offered,Warranty,Warranty_period,Product_age,Support_type,Support_mode,Support_satisfaction,Revenue_Impact,Region,State,Zone,Product_comparison,Tech_score,Purchase_power,Thinking_score,service_category
127,127,128,30,Male,Young,Ghaziabad,172,Laptop/PC,Windows,Yes,1,9,57,22,89528,78784,12,0,0,15,Product_upgrade,Customer_support,5,26858,Non Metro,Uttar Pradesh,North,7,4,6,5,Gold1
128,128,129,19,Female,Young,Nellore,172,Laptop/PC,Linux,Yes,2,6,40,16,86114,71474,17,1,10,2,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,7,9,6,5,Gold2
129,129,130,60,Male,Old,Bangalore,140,Mobile/Tablet,Android,No,4,6,24,7,33668,25924,23,0,0,34,Parts_change,Service_center,4,1267,Metro,Karnartaka,South,1,2,3,3,Silver1
130,130,131,40,Male,Middle,Amravati,128,Laptop/PC,Windows,Yes,2,3,22,6,86114,69752,19,0,0,15,Parts_change,Service_center,4,670,Non Metro,Maharashtra,South,6,3,6,3,Gold1
131,131,132,60,Male,Old,Dhanbad,102,Mobile/Tablet,Android,Yes,4,6,21,6,33668,27944,17,1,4,8,Parts_change,Service_center,5,824,Non Metro,Jharkhand,East,4,4,3,3,Silver1
132,132,133,37,Female,Middle,Jodhpur,162,Mobile/Tablet,Android,No,2,3,35,10,86114,75780,12,0,0,16,Parts_change,Service_center,5,1674,Non Metro,Rajasthan,West,5,3,6,4,Gold1
133,133,134,32,Female,Young,Madurai,169,Laptop/PC,Linux,Yes,1,6,60,24,89528,74308,17,1,4,8,Parts_change,Service_center,4,1365,Non Metro,Tamil Nadu,South,4,9,6,5,Gold2
134,134,135,38,Male,Middle,Rourkela,150,Mobile/Tablet,Android,Yes,4,7,11,3,33668,27271,19,0,0,35,Parts_change,Service_center,4,1383,Non Metro,Orissa,East,3,2,3,3,Silver1
135,135,136,58,Male,Old,Chandigarh,122,Laptop/PC,Windows,No,3,1,7,2,47192,38225,19,1,11,1,Technical_Queries,Remote_sharing,4,0,Non Metro,Punjab,North,2,2,5,2,Silver1
136,136,137,60,Male,Old,Srinagar,140,Laptop/PC,Linux,Yes,5,5,21,6,78227,60234,23,0,0,23,Product_upgrade,Customer_support,2,23468,Non Metro,Jammu and Kashmir,North,3,7,6,3,Gold2
137,137,138,18,Male,Young,Pune,211,Laptop/PC,Windows,Yes,2,5,43,17,86114,75780,12,0,0,13,Parts_change,Service_center,4,2165,Metro,Maharashtra,South,7,4,6,5,Gold1
138,138,139,48,Female,Old,Warangal,127,Mobile/Tablet,Android,No,4,5,22,6,33668,29627,12,0,0,15,Parts_change,Service_center,4,2466,Non Metro,Telangana,South,3,2,3,3,Silver1
139,139,140,23,Male,Young,Jalandhar,145,Mobile/Tablet,Android,Yes,2,5,46,18,86114,69752,19,1,0,12,Technical_Queries,Remote_sharing,5,0,Non Metro,Punjab,North,3,2,6,5,Gold1
140,140,141,35,Female,Young,Bijapur,193,Laptop/PC,Windows,No,3,9,40,16,47192,36337,23,0,0,14,Parts_change,Service_center,5,948,Non Metro,Karnartaka,South,9,4,5,5,Silver1
141,141,142,46,Female,Old,Jaipur,117,Laptop/PC,Windows,Yes,3,1,7,2,47192,39169,17,0,0,39,Product_upgrade,Customer_support,3,14157,Non Metro,Rajasthan,West,4,4,5,2,Silver1
142,142,143,59,Male,Old,Tiruppur,119,Mobile/Tablet,iOS,No,3,1,28,8,47192,39169,17,0,0,13,Parts_change,Service_center,5,716,Non Metro,Tamil Nadu,South,1,2,9,3,Platinum1
143,143,144,49,Male,Old,Tiruvannamalai,100,Mobile/Tablet,iOS,Yes,4,3,22,6,33668,25924,23,0,0,29,Product_upgrade,Customer_support,3,10100,Non Metro,Andhra Pradesh,South,1,2,7,3,Gold1
144,144,145,24,Female,Young,Kurnool,146,Mobile/Tablet,Android,Yes,2,9,49,19,86114,71474,17,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Andhra Pradesh,South,3,2,6,5,Gold1
145,145,146,47,Male,Old,Rourkela,103,Laptop/PC,Windows,Yes,5,1,26,7,78227,60234,23,0,0,22,Product_upgrade,Customer_support,2,23468,Non Metro,Orissa,East,3,2,6,3,Gold1
146,146,147,35,Male,Old,Durgapur,177,Laptop/PC,Windows,No,4,5,3,0,33668,31984,5,0,0,20,Parts_change,Service_center,5,1024,Non Metro,West Bengal,East,1,2,3,2,Silver1
147,147,148,39,Male,Middle,Noida,153,Mobile/Tablet,iOS,No,4,3,27,8,33668,31984,5,0,0,35,Product_upgrade,Customer_support,4,10100,Non Metro,Uttar Pradesh,North,7,4,7,3,Gold1
148,148,149,37,Female,Middle,Rajahmundry,152,Laptop/PC,Linux,Yes,3,7,36,10,47192,38225,19,0,0,28,Product_upgrade,Customer_support,3,14157,Non Metro,Andhra Pradesh,South,5,8,5,4,Silver2
149,149,150,32,Female,Young,Kolkata,164,Mobile/Tablet,iOS,Yes,1,9,58,23,89528,68936,23,0,0,13,Parts_change,Service_center,5,1537,Metro,West Bengal,East,7,4,10,5,Platinum1
150,150,151,30,Male,Young,Thiruvananthapuram,185,Mobile/Tablet,Android,No,0,9,38,15,56323,45621,19,0,0,31,Product_upgrade,Customer_support,5,16896,Non Metro,Kerela,South,7,4,5,5,Silver1
151,151,152,51,Female,Old,Palakkad,114,Laptop/PC,Windows,Yes,5,1,12,3,78227,68839,12,1,2,10,Parts_change,Service_center,4,693,Non Metro,Kerela,South,3,2,6,3,Gold1
152,152,153,51,Male,Old,Jammu,122,Mobile/Tablet,iOS,No,3,6,21,6,47192,38225,19,1,3,9,Technical_Queries,Customer_support,4,0,Non Metro,Jammu and Kashmir,North,4,4,9,3,Platinum1
153,153,154,20,Male,Young,Palakkad,173,Laptop/PC,Linux,No,2,6,42,16,86114,71474,17,0,0,19,Product_upgrade,Customer_support,2,25834,Non Metro,Kerela,South,3,7,6,5,Gold2
154,154,155,21,Female,Young,Moradabad,158,Mobile/Tablet,iOS,No,1,6,41,16,89528,74308,17,0,0,18,Parts_change,Service_center,4,2378,Non Metro,Uttar Pradesh,North,8,4,10,5,Platinum1
155,155,156,59,Male,Old,Mysore,149,Mobile/Tablet,Android,Yes,4,6,20,6,33668,25924,23,1,9,3,Technical_Queries,Remote_sharing,5,0,Non Metro,Karnartaka,South,2,2,3,3,Silver1
156,156,157,60,Female,Old,Thrissur,137,Laptop/PC,Windows,No,3,5,17,5,47192,36337,23,0,0,34,Product_upgrade,Customer_support,4,14157,Non Metro,Kerela,South,3,2,5,3,Silver1
157,157,158,36,Female,Middle,Siliguri,53,Mobile/Tablet,iOS,Yes,3,4,10,3,47192,44832,5,1,4,8,Technical_Queries,Customer_support,5,0,Non Metro,Assam,East,6,3,9,2,Platinum1
158,158,159,52,Female,Old,Mangalore,117,Mobile/Tablet,Android,No,4,3,24,7,33668,27271,19,0,0,36,Product_upgrade,Customer_support,2,10100,Non Metro,Karnartaka,South,2,2,3,3,Silver1
159,159,160,35,Female,Old,Chandigarh,153,Laptop/PC,Windows,No,3,3,9,2,47192,41528,12,0,0,32,Product_upgrade,Customer_support,3,14157,Non Metro,Punjab,North,4,4,5,2,Silver1
160,160,161,53,Male,Old,Hyderabad,107,Laptop/PC,Windows,No,4,1,16,4,33668,27944,17,1,11,1,Technical_Queries,Customer_support,4,0,Metro,Telangana,South,1,2,3,3,Silver1
161,161,162,21,Male,Young,Sangli,168,Mobile/Tablet,Android,Yes,2,1,25,10,86114,71474,17,0,0,28,Product_upgrade,Customer_support,5,25834,Non Metro,Maharashtra,South,4,4,6,3,Gold1
162,162,163,26,Male,Young,Guntur,172,Laptop/PC,Linux,Yes,0,1,50,20,56323,49564,12,0,0,34,Product_upgrade,Customer_support,4,16896,Non Metro,Andhra Pradesh,South,4,9,5,5,Silver2
163,163,164,40,Female,Middle,Bijapur,124,Mobile/Tablet,iOS,No,4,3,19,5,33668,27271,19,1,6,6,Technical_Queries,Remote_sharing,4,0,Non Metro,Karnartaka,South,3,2,7,3,Gold1
164,164,165,53,Male,Old,Mumbai,117,Laptop/PC,Windows,No,5,1,20,6,78227,74315,5,0,0,20,Parts_change,Service_center,4,1023,Metro,Maharashtra,South,2,2,6,3,Gold1
165,165,166,19,Female,Young,Bareilly,220,Laptop/PC,Linux,Yes,0,9,43,17,56323,43368,23,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttar Pradesh,North,6,8,5,5,Silver2
166,166,167,23,Male,Young,Jaipur,207,Laptop/PC,Linux,Yes,1,9,34,13,89528,74308,17,0,0,24,Product_upgrade,Customer_support,5,26858,Non Metro,Rajasthan,West,7,9,6,5,Gold2
167,167,168,44,Female,Middle,Rajahmundry,151,Laptop/PC,Linux,No,2,6,10,3,86114,71474,17,1,7,5,Technical_Queries,Customer_support,5,0,Non Metro,Andhra Pradesh,South,3,7,6,2,Gold2
168,168,169,54,Male,Old,Goa,119,Mobile/Tablet,iOS,No,5,5,13,3,78227,60234,23,1,1,11,Technical_Queries,Remote_sharing,5,0,Non Metro,Goa,South,4,4,10,3,Platinum1
169,169,170,40,Male,Middle,Rajahmundry,173,Mobile/Tablet,Android,No,2,7,36,10,86114,81808,5,1,2,10,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,7,4,6,4,Gold1
170,170,171,39,Female,Middle,Jodhpur,158,Laptop/PC,Linux,No,2,8,35,10,86114,69752,19,0,0,29,Product_upgrade,Customer_support,2,25834,Non Metro,Rajasthan,West,4,9,6,4,Gold2
171,171,172,41,Male,Middle,Kozhikode,157,Mobile/Tablet,Android,No,4,3,37,11,33668,31984,5,0,0,14,Product_upgrade,Customer_support,4,10100,Non Metro,Kerela,South,3,2,3,5,Silver1
172,172,173,31,Male,Young,Faridabad,133,Mobile/Tablet,Android,No,1,3,33,13,89528,85051,5,0,0,37,Product_upgrade,Customer_support,3,26858,Non Metro,Haryana,North,3,2,6,5,Gold1
173,173,174,47,Male,Old,Bijapur,123,Laptop/PC,Linux,No,3,5,25,7,47192,39169,17,0,0,20,Product_upgrade,Customer_support,3,14157,Non Metro,Karnartaka,South,2,7,5,3,Silver2
174,174,175,39,Female,Middle,Dehradun,86,Mobile/Tablet,Android,No,3,4,37,11,47192,38225,19,0,0,25,Product_upgrade,Customer_support,5,14157,Non Metro,Uttrakhand,North,7,4,5,5,Silver1
175,175,176,58,Male,Old,Noida,149,Mobile/Tablet,iOS,No,3,3,5,1,47192,38225,19,0,0,29,Parts_change,Service_center,5,1405,Non Metro,Uttar Pradesh,North,4,4,9,2,Platinum1
176,176,177,50,Male,Old,Chennai,116,Laptop/PC,Windows,Yes,5,6,28,8,78227,60234,23,1,11,1,Technical_Queries,Customer_support,5,0,Metro,Tamil Nadu,South,1,2,6,3,Gold1
177,177,178,46,Male,Old,Kottayam,109,Mobile/Tablet,iOS,No,5,5,23,6,78227,63363,19,0,0,24,Parts_change,Service_center,4,1015,Non Metro,Kerela,South,2,2,10,3,Platinum1
178,178,179,36,Female,Middle,Siliguri,87,Laptop/PC,Windows,No,3,6,12,3,47192,36337,23,1,12,0,Technical_Queries,Remote_sharing,4,0,Non Metro,Assam,East,4,4,5,3,Silver1
179,179,180,20,Male,Young,Guntur,167,Laptop/PC,Linux,Yes,2,6,46,18,86114,66307,23,0,0,15,Product_upgrade,Customer_support,4,25834,Non Metro,Andhra Pradesh,South,6,8,6,5,Gold2
180,180,181,54,Male,Old,Faridabad,122,Mobile/Tablet,iOS,Yes,4,6,25,7,33668,27944,17,0,0,25,Parts_change,Service_center,5,1289,Non Metro,Haryana,North,2,2,7,3,Gold1
181,181,182,27,Female,Young,Rajkot,220,Mobile/Tablet,Android,No,2,7,42,16,86114,81808,5,0,0,30,Parts_change,Service_center,4,1141,Non Metro,Gujrat,West,8,4,6,5,Gold1
182,182,183,26,Female,Young,Tirupati,213,Mobile/Tablet,Android,No,3,9,44,17,47192,39169,17,1,9,3,Technical_Queries,Customer_support,5,0,Non Metro,Andhra Pradesh,South,5,3,5,5,Silver1
183,183,184,36,Female,Middle,Bareilly,138,Laptop/PC,Windows,No,2,6,40,12,86114,69752,19,0,0,21,Product_upgrade,Customer_support,2,25834,Non Metro,Uttar Pradesh,North,3,2,6,5,Gold1
184,184,185,26,Female,Young,Belgaum,216,Mobile/Tablet,iOS,No,0,4,58,23,56323,49564,12,0,0,35,Product_upgrade,Customer_support,2,16896,Non Metro,Karnartaka,South,9,4,9,5,Platinum1
185,185,186,42,Male,Middle,Vijayawada,130,Mobile/Tablet,Android,No,3,3,26,7,47192,36337,23,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,7,4,5,3,Silver1
186,186,187,23,Male,Young,Ajmer,196,Mobile/Tablet,iOS,No,2,3,36,14,86114,81808,5,1,6,6,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,8,4,10,5,Platinum1
187,187,188,36,Male,Middle,Tiruvannamalai,61,Laptop/PC,Linux,No,4,4,12,3,33668,27271,19,0,0,24,Product_upgrade,Customer_support,5,10100,Non Metro,Andhra Pradesh,South,5,8,3,3,Silver2
188,188,189,49,Male,Old,Faridabad,145,Laptop/PC,Windows,No,4,6,24,7,33668,25924,23,0,0,28,Product_upgrade,Customer_support,5,10100,Non Metro,Haryana,North,4,4,3,3,Silver1
189,189,190,51,Male,Old,BokaroSteelCity,138,Laptop/PC,Linux,No,3,5,13,3,47192,41528,12,0,0,29,Product_upgrade,Customer_support,5,14157,Non Metro,Jharkhand,East,1,7,5,3,Silver2
190,190,191,51,Female,Old,Ahmedabad,108,Mobile/Tablet,iOS,No,5,1,6,1,78227,60234,23,0,0,39,Product_upgrade,Customer_support,2,23468,Metro,Gujrat,West,2,2,10,2,Platinum1
191,191,192,52,Female,Old,Belgaum,144,Mobile/Tablet,Android,Yes,3,1,22,6,47192,38225,19,1,5,7,Technical_Queries,Remote_sharing,4,0,Non Metro,Karnartaka,South,3,2,5,3,Silver1
192,192,193,43,Female,Middle,Gulbarga,124,Mobile/Tablet,Android,Yes,2,8,23,6,86114,75780,12,0,0,13,Parts_change,Service_center,5,1675,Non Metro,Karnartaka,South,7,4,6,3,Gold1
193,193,194,27,Female,Young,Amritsar,177,Mobile/Tablet,iOS,No,1,10,42,16,89528,78784,12,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Punjab,North,8,4,10,5,Platinum1
194,194,195,50,Female,Old,Mathura,137,Laptop/PC,Windows,Yes,5,5,20,6,78227,64928,17,1,0,12,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,1,2,6,3,Gold1
195,195,196,35,Female,Old,Jamshedpur,205,Mobile/Tablet,Android,No,5,3,7,2,78227,68839,12,1,1,11,Technical_Queries,Remote_sharing,5,0,Non Metro,Jharkhand,East,2,2,6,2,Gold1
196,196,197,54,Male,Old,Kota,103,Laptop/PC,Windows,No,3,3,2,0,47192,39169,17,0,0,25,Product_upgrade,Customer_support,3,14157,Non Metro,Rajasthan,West,3,2,5,2,Silver1
197,197,198,30,Male,Young,Bangalore,193,Mobile/Tablet,Android,Yes,0,3,44,17,56323,43368,23,0,0,14,Parts_change,Service_center,5,2082,Metro,Karnartaka,South,4,4,5,5,Silver1
198,198,199,31,Female,Young,Jodhpur,165,Mobile/Tablet,Android,No,1,10,55,22,89528,78784,12,1,2,10,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,3,2,6,5,Gold1
199,199,200,60,Female,Old,Jabalpur,122,Mobile/Tablet,iOS,Yes,4,5,19,5,33668,25924,23,0,0,23,Parts_change,Service_center,4,1972,Non Metro,Madhya Pradesh,West,3,2,7,3,Gold1
200,200,201,38,Female,Middle,Malappuram,161,Laptop/PC,Linux,Yes,2,6,40,12,86114,75780,12,1,3,9,Parts_change,Service_center,4,592,Non Metro,Kerela,South,6,8,6,5,Gold2
201,201,202,21,Male,Young,Nashik,137,Laptop/PC,Linux,No,2,6,60,24,86114,66307,23,1,6,6,Technical_Queries,Customer_support,4,0,Non Metro,Maharashtra,South,9,9,6,5,Gold2
202,202,203,58,Male,Old,Dehradun,150,Mobile/Tablet,iOS,Yes,3,6,20,6,47192,39169,17,1,6,6,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttrakhand,North,3,2,9,3,Platinum1
203,203,204,44,Male,Middle,Agra,78,Mobile/Tablet,Android,No,2,6,14,4,86114,81808,5,0,0,15,Product_upgrade,Customer_support,2,25834,Non Metro,Uttar Pradesh,North,3,2,6,3,Gold1
204,204,205,28,Female,Young,Meerut,193,Mobile/Tablet,Android,Yes,2,4,51,20,86114,71474,17,1,5,7,Parts_change,Service_center,4,1421,Non Metro,Uttar Pradesh,North,9,4,6,5,Gold1
205,205,206,53,Female,Old,Vadodara,137,Laptop/PC,Linux,Yes,3,5,10,3,47192,38225,19,1,3,9,Parts_change,Service_center,4,1599,Non Metro,Gujrat,West,3,7,5,2,Silver2
206,206,207,44,Female,Middle,Solapur,129,Mobile/Tablet,iOS,No,3,7,23,6,47192,44832,5,0,0,39,Product_upgrade,Customer_support,2,14157,Non Metro,Maharashtra,South,3,2,9,3,Platinum1
207,207,208,44,Male,Middle,Pondicherry,162,Mobile/Tablet,Android,Yes,2,6,30,9,86114,75780,12,0,0,38,Product_upgrade,Customer_support,3,25834,Non Metro,Tamil Nadu,South,5,3,6,3,Gold1
208,208,209,26,Male,Young,Patna,182,Mobile/Tablet,iOS,No,1,6,45,18,89528,68936,23,0,0,26,Product_upgrade,Customer_support,4,26858,Non Metro,Bihar,East,5,3,10,5,Platinum1
209,209,210,18,Female,Young,Madurai,167,Mobile/Tablet,Android,No,0,10,48,19,56323,49564,12,0,0,26,Parts_change,Service_center,5,2315,Non Metro,Tamil Nadu,South,9,4,5,5,Silver1
210,210,211,45,Female,Middle,Gulbarga,101,Laptop/PC,Linux,No,2,3,20,6,86114,71474,17,0,0,27,Product_upgrade,Customer_support,5,25834,Non Metro,Karnartaka,South,4,9,6,3,Gold2
211,211,212,48,Female,Old,Dehradun,139,Laptop/PC,Windows,No,3,5,19,5,47192,39169,17,1,1,11,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttrakhand,North,4,4,5,3,Silver1
212,212,213,40,Male,Middle,Bikaner,127,Laptop/PC,Windows,No,3,8,22,6,47192,36337,23,0,0,28,Product_upgrade,Customer_support,3,14157,Non Metro,Rajasthan,West,3,2,5,3,Silver1
213,213,214,20,Male,Young,Cuttack,178,Mobile/Tablet,Android,No,0,8,45,18,56323,49564,12,0,0,30,Parts_change,Service_center,5,1075,Non Metro,Orissa,East,6,3,5,5,Silver1
214,214,215,47,Female,Old,Durgapur,144,Laptop/PC,Linux,Yes,3,3,17,5,47192,41528,12,1,7,5,Technical_Queries,Customer_support,5,0,Non Metro,West Bengal,East,4,9,5,3,Silver2
215,215,216,59,Female,Old,Pune,132,Mobile/Tablet,iOS,Yes,5,5,15,4,78227,68839,12,0,0,18,Product_upgrade,Customer_support,3,23468,Metro,Maharashtra,South,2,2,10,3,Platinum1
216,216,217,22,Male,Young,Siliguri,152,Laptop/PC,Windows,No,0,5,42,16,56323,49564,12,1,1,11,Technical_Queries,Remote_sharing,4,0,Non Metro,Assam,East,6,3,5,5,Silver1
217,217,218,29,Male,Young,Bhopal,154,Laptop/PC,Windows,Yes,2,5,32,12,86114,69752,19,0,0,19,Parts_change,Service_center,4,1070,Non Metro,Madhya Pradesh,West,3,2,6,5,Gold1
218,218,219,48,Female,Old,Kanpur,109,Mobile/Tablet,Android,No,4,5,11,3,33668,27271,19,0,0,35,Product_upgrade,Customer_support,5,10100,Non Metro,Uttar Pradesh,North,3,2,3,3,Silver1
219,219,220,38,Male,Middle,Bhavnagar,166,Laptop/PC,Linux,Yes,2,3,31,9,86114,81808,5,0,0,27,Parts_change,Service_center,5,2249,Non Metro,Gujrat,West,3,7,6,4,Gold2
220,220,221,39,Female,Middle,Vasai-VirarCity,89,Mobile/Tablet,Android,Yes,3,7,23,6,47192,39169,17,1,4,8,Technical_Queries,Remote_sharing,5,0,Non Metro,Maharashtra,South,6,3,5,3,Silver1
221,221,222,22,Male,Young,Tiruppur,139,Mobile/Tablet,Android,Yes,2,7,39,15,86114,75780,12,0,0,20,Product_upgrade,Customer_support,2,25834,Non Metro,Tamil Nadu,South,3,2,6,5,Gold1
222,222,223,30,Male,Young,Belgaum,141,Laptop/PC,Windows,Yes,0,7,45,18,56323,53506,5,0,0,28,Parts_change,Service_center,5,1118,Non Metro,Karnartaka,South,6,3,5,5,Silver1
223,223,224,57,Male,Old,Kolkata,136,Laptop/PC,Windows,Yes,5,6,23,6,78227,63363,19,0,0,29,Parts_change,Service_center,5,1199,Metro,West Bengal,East,4,4,6,3,Gold1
224,224,225,30,Female,Young,Bijapur,131,Laptop/PC,Linux,Yes,3,6,45,18,47192,44832,5,1,8,4,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,4,9,5,5,Silver2
225,225,226,43,Female,Middle,Thiruvananthapuram,153,Mobile/Tablet,iOS,No,4,3,10,3,33668,31984,5,1,9,3,Technical_Queries,Customer_support,5,0,Non Metro,Kerela,South,6,3,7,2,Gold1
226,226,227,35,Male,Middle,Chandigarh,140,Laptop/PC,Linux,Yes,4,4,35,10,33668,25924,23,0,0,24,Parts_change,Service_center,5,1282,Non Metro,Punjab,North,4,9,3,4,Silver2
227,227,228,32,Female,Young,Sangli,143,Laptop/PC,Windows,Yes,0,10,42,16,56323,43368,23,0,0,23,Product_upgrade,Customer_support,3,16896,Non Metro,Maharashtra,South,6,3,5,5,Silver1
228,228,229,46,Male,Old,Palakkad,137,Mobile/Tablet,Android,No,3,3,11,3,47192,36337,23,1,0,12,Technical_Queries,Customer_support,5,0,Non Metro,Kerela,South,2,2,5,3,Silver1
229,229,230,33,Female,Young,Sangli,159,Mobile/Tablet,iOS,Yes,1,4,49,19,89528,85051,5,1,1,11,Technical_Queries,Customer_support,4,0,Non Metro,Maharashtra,South,8,4,10,5,Platinum1
230,230,231,34,Male,Young,Belgaum,135,Laptop/PC,Windows,No,2,4,39,15,86114,75780,12,0,0,22,Parts_change,Service_center,4,1733,Non Metro,Karnartaka,South,3,2,6,5,Gold1
231,231,232,55,Male,Old,Gurgaon,143,Laptop/PC,Windows,No,5,1,22,6,78227,63363,19,0,0,22,Parts_change,Service_center,4,677,Non Metro,Haryana,North,3,2,6,3,Gold1
232,232,233,49,Male,Old,Kota,150,Laptop/PC,Linux,No,5,1,18,5,78227,60234,23,0,0,24,Parts_change,Service_center,5,689,Non Metro,Rajasthan,West,4,9,6,3,Gold2
233,233,234,38,Male,Middle,Aurangabad,137,Mobile/Tablet,iOS,No,3,4,33,9,47192,36337,23,1,5,7,Technical_Queries,Customer_support,4,0,Non Metro,Uttar Pradesh,North,4,4,9,4,Platinum1
234,234,235,47,Female,Old,Jamshedpur,134,Laptop/PC,Windows,Yes,3,1,29,8,47192,39169,17,1,0,12,Parts_change,Service_center,4,653,Non Metro,Jharkhand,East,3,2,5,3,Silver1
235,235,236,53,Male,Old,Faridabad,108,Mobile/Tablet,Android,No,4,1,5,1,33668,31984,5,1,5,7,Technical_Queries,Remote_sharing,4,0,Non Metro,Haryana,North,2,2,3,2,Silver1
236,236,237,25,Female,Young,Madurai,183,Laptop/PC,Windows,Yes,2,10,51,20,86114,69752,19,0,0,36,Product_upgrade,Customer_support,5,25834,Non Metro,Tamil Nadu,South,3,2,6,5,Gold1
237,237,238,51,Female,Old,Ujjain,108,Mobile/Tablet,Android,No,3,3,13,3,47192,39169,17,0,0,16,Parts_change,Service_center,5,1364,Non Metro,Punjab,North,1,2,5,3,Silver1
238,238,239,54,Male,Old,Jaipur,116,Laptop/PC,Linux,Yes,4,3,2,0,33668,27944,17,1,9,3,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,2,7,3,2,Silver2
239,239,240,37,Male,Middle,Madurai,63,Laptop/PC,Linux,No,4,4,20,6,33668,31984,5,0,0,19,Product_upgrade,Customer_support,4,10100,Non Metro,Tamil Nadu,South,5,8,3,3,Silver2
240,240,241,37,Female,Middle,Kottayam,106,Mobile/Tablet,iOS,Yes,3,3,18,5,47192,39169,17,0,0,37,Product_upgrade,Customer_support,5,14157,Non Metro,Kerela,South,3,2,9,3,Platinum1
241,241,242,20,Male,Young,Palakkad,161,Mobile/Tablet,iOS,Yes,0,3,57,22,56323,46748,17,0,0,39,Product_upgrade,Customer_support,5,16896,Non Metro,Kerela,South,5,3,9,5,Platinum1
242,242,243,26,Male,Young,Ghaziabad,206,Laptop/PC,Windows,Yes,0,3,57,22,56323,53506,5,0,0,26,Parts_change,Service_center,4,1676,Non Metro,Uttar Pradesh,North,4,4,5,5,Silver1
243,243,244,34,Female,Young,Allahabad,154,Mobile/Tablet,Android,Yes,0,10,42,16,56323,45621,19,0,0,35,Parts_change,Service_center,4,1193,Non Metro,Uttar Pradesh,North,5,3,5,5,Silver1
244,244,245,55,Female,Old,Kottayam,106,Mobile/Tablet,Android,No,5,5,13,3,78227,60234,23,0,0,21,Parts_change,Service_center,5,1901,Non Metro,Kerela,South,1,2,6,3,Gold1
245,245,246,38,Male,Middle,Erode,69,Mobile/Tablet,iOS,Yes,4,8,22,6,33668,27944,17,0,0,27,Parts_change,Service_center,4,689,Non Metro,Tamil Nadu,South,4,4,7,3,Gold1
246,246,247,31,Male,Young,Meerut,168,Laptop/PC,Windows,Yes,2,8,48,19,86114,66307,23,0,0,19,Parts_change,Service_center,4,1259,Non Metro,Uttar Pradesh,North,7,4,6,5,Gold1
247,247,248,29,Female,Young,Agra,154,Laptop/PC,Windows,No,0,10,49,19,56323,43368,23,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Uttar Pradesh,North,6,3,5,5,Silver1
248,248,249,30,Male,Young,Tiruppur,132,Laptop/PC,Windows,Yes,2,10,49,19,86114,71474,17,0,0,26,Product_upgrade,Customer_support,3,25834,Non Metro,Tamil Nadu,South,5,3,6,5,Gold1
249,249,250,21,Female,Young,Hubli–Dharwad,215,Laptop/PC,Windows,No,2,4,50,20,86114,66307,23,1,11,1,Technical_Queries,Customer_support,5,0,Non Metro,Karnartaka,South,6,3,6,5,Gold1
250,250,251,19,Male,Young,Bhilai,207,Mobile/Tablet,Android,No,2,4,30,12,86114,69752,19,0,0,21,Parts_change,Service_center,5,2131,Non Metro,Chattisgarh,East,7,4,6,4,Gold1
251,251,252,23,Female,Young,Ranchi,144,Mobile/Tablet,iOS,Yes,3,6,54,21,47192,39169,17,0,0,31,Parts_change,Service_center,5,1221,Non Metro,Jharkhand,East,9,4,9,5,Platinum1
252,252,253,59,Female,Old,Jodhpur,116,Mobile/Tablet,iOS,No,3,3,16,4,47192,44832,5,1,11,1,Technical_Queries,Remote_sharing,5,0,Non Metro,Rajasthan,West,3,2,9,3,Platinum1
253,253,254,22,Male,Young,Nellore,186,Laptop/PC,Windows,Yes,0,3,36,14,56323,53506,5,1,8,4,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,3,2,5,5,Silver1
254,254,255,48,Male,Old,Varanasi,126,Laptop/PC,Linux,No,4,5,23,6,33668,27944,17,0,0,14,Parts_change,Service_center,5,1946,Non Metro,Uttar Pradesh,North,4,9,3,3,Silver2
255,255,256,42,Female,Middle,Kochi,114,Mobile/Tablet,iOS,No,3,3,22,6,47192,39169,17,0,0,17,Product_upgrade,Customer_support,2,14157,Non Metro,Kerela,South,3,2,9,3,Platinum1
