,Customer_id,Customer_age,Customer_sex,Customer_type,Customer_city,Visits,Device_used,Device_Platform,Existing_Customer,Product_id,product_visit,Days_in_cart,Viewd_in_cart,Price,Transcation_amount,discount_offered,Warranty,Warranty_period,Product_age,Support_type,Support_mode,Support_satisfaction,Revenue_Impact
200,201,38,0,Middle,Malappuram,161,1,Linux,Yes,2,6,40,12,86114,75780,12,1,3,9,Parts_change,Service_center,4,592
201,202,21,1,Young,Nashik,137,1,Linux,No,2,6,60,24,86114,66307,23,1,6,6,Technical_Queries,Customer_support,4,0
202,203,58,1,Old,Dehradun,150,0,iOS,Yes,3,6,20,6,47192,39169,17,1,6,6,Technical_Queries,Remote_sharing,5,0
203,204,44,1,Middle,Agra,78,0,Android,No,2,6,14,4,86114,81808,5,0,0,15,Product_upgrade,Customer_support,2,25834
204,205,28,0,Young,Meerut,193,0,Android,Yes,2,4,51,20,86114,71474,17,1,5,7,Parts_change,Service_center,4,1421
205,206,53,0,Old,Vadodara,137,1,Linux,Yes,3,5,10,3,47192,38225,19,1,3,9,Parts_change,Service_center,4,1599
206,207,44,0,Middle,Solapur,129,0,iOS,No,3,7,23,6,47192,44832,5,0,0,39,Product_upgrade,Customer_support,2,14157
207,208,44,1,Middle,Pondicherry,162,0,Android,Yes,2,6,30,9,86114,75780,12,0,0,38,Product_upgrade,Customer_support,3,25834
208,209,26,1,Young,Patna,182,0,iOS,No,1,6,45,18,89528,68936,23,0,0,26,Product_upgrade,Customer_support,4,26858
209,210,18,0,Young,Madurai,167,0,Android,No,0,10,48,19,56323,49564,12,0,0,26,Parts_change,Service_center,5,2315
210,211,45,0,Middle,Gulbarga,101,1,Linux,No,2,3,20,6,86114,71474,17,0,0,27,Product_upgrade,Customer_support,5,25834
211,212,48,0,Old,Dehradun,139,1,Windows,No,3,5,19,5,47192,39169,17,1,1,11,Technical_Queries,Remote_sharing,5,0
212,213,40,1,Middle,Bikaner,127,1,Windows,No,3,8,22,6,47192,36337,23,0,0,28,Product_upgrade,Customer_support,3,14157
213,214,20,1,Young,Cuttack,178,0,Android,No,0,8,45,18,56323,49564,12,0,0,30,Parts_change,Service_center,5,1075
214,215,47,0,Old,Durgapur,144,1,Linux,Yes,3,3,17,5,47192,41528,12,1,7,5,Technical_Queries,Customer_support,5,0
215,216,59,0,Old,Pune,132,0,iOS,Yes,5,5,15,4,78227,68839,12,0,0,18,Product_upgrade,Customer_support,3,23468
216,217,22,1,Young,Siliguri,152,1,Windows,No,0,5,42,16,56323,49564,12,1,1,11,Technical_Queries,Remote_sharing,4,0
217,218,29,1,Young,Bhopal,154,1,Windows,Yes,2,5,32,12,86114,69752,19,0,0,19,Parts_change,Service_center,4,1070
218,219,48,0,Old,Kanpur,109,0,Android,No,4,5,11,3,33668,27271,19,0,0,35,Product_upgrade,Customer_support,5,10100
219,220,38,1,Middle,Bhavnagar,166,1,Linux,Yes,2,3,31,9,86114,81808,5,0,0,27,Parts_change,Service_center,5,2249
220,221,39,0,Middle,Vasai-VirarCity,89,0,Android,Yes,3,7,23,6,47192,39169,17,1,4,8,Technical_Queries,Remote_sharing,5,0
221,222,22,1,Young,Tiruppur,139,0,Android,Yes,2,7,39,15,86114,75780,12,0,0,20,Product_upgrade,Customer_support,2,25834
222,223,30,1,Young,Belgaum,141,1,Windows,Yes,0,7,45,18,56323,53506,5,0,0,28,Parts_change,Service_center,5,1118
223,224,57,1,Old,Kolkata,136,1,Windows,Yes,5,6,23,6,78227,63363,19,0,0,29,Parts_change,Service_center,5,1199
224,225,30,0,Young,Bijapur,131,1,Linux,Yes,3,6,45,18,47192,44832,5,1,8,4,Technical_Queries,Customer_support,4,0
225,226,43,0,Middle,Thiruvananthapuram,153,0,iOS,No,4,3,10,3,33668,31984,5,1,9,3,Technical_Queries,Customer_support,5,0
226,227,35,1,Middle,Chandigarh,140,1,Linux,Yes,4,4,35,10,33668,25924,23,0,0,24,Parts_change,Service_center,5,1282
227,228,32,0,Young,Sangli,143,1,Windows,Yes,0,10,42,16,56323,43368,23,0,0,23,Product_upgrade,Customer_support,3,16896
228,229,46,1,Old,Palakkad,137,0,Android,No,3,3,11,3,47192,36337,23,1,0,12,Technical_Queries,Customer_support,5,0
229,230,33,0,Young,Sangli,159,0,iOS,Yes,1,4,49,19,89528,85051,5,1,1,11,Technical_Queries,Customer_support,4,0
230,231,34,1,Young,Belgaum,135,1,Windows,No,2,4,39,15,86114,75780,12,0,0,22,Parts_change,Service_center,4,1733
231,232,55,1,Old,Gurgaon,143,1,Windows,No,5,1,22,6,78227,63363,19,0,0,22,Parts_change,Service_center,4,677
232,233,49,1,Old,Kota,150,1,Linux,No,5,1,18,5,78227,60234,23,0,0,24,Parts_change,Service_center,5,689
233,234,38,1,Middle,Aurangabad,137,0,iOS,No,3,4,33,9,47192,36337,23,1,5,7,Technical_Queries,Customer_support,4,0
234,235,47,0,Old,Jamshedpur,134,1,Windows,Yes,3,1,29,8,47192,39169,17,1,0,12,Parts_change,Service_center,4,653
235,236,53,1,Old,Faridabad,108,0,Android,No,4,1,5,1,33668,31984,5,1,5,7,Technical_Queries,Remote_sharing,4,0
236,237,25,0,Young,Madurai,183,1,Windows,Yes,2,10,51,20,86114,69752,19,0,0,36,Product_upgrade,Customer_support,5,25834
237,238,51,0,Old,Ujjain,108,0,Android,No,3,3,13,3,47192,39169,17,0,0,16,Parts_change,Service_center,5,1364
238,239,54,1,Old,Jaipur,116,1,Linux,Yes,4,3,2,0,33668,27944,17,1,9,3,Technical_Queries,Customer_support,4,0
239,240,37,1,Middle,Madurai,63,1,Linux,No,4,4,20,6,33668,31984,5,0,0,19,Product_upgrade,Customer_support,4,10100
240,241,37,0,Middle,Kottayam,106,0,iOS,Yes,3,3,18,5,47192,39169,17,0,0,37,Product_upgrade,Customer_support,5,14157
241,242,20,1,Young,Palakkad,161,0,iOS,Yes,0,3,57,22,56323,46748,17,0,0,39,Product_upgrade,Customer_support,5,16896
242,243,26,1,Young,Ghaziabad,206,1,Windows,Yes,0,3,57,22,56323,53506,5,0,0,26,Parts_change,Service_center,4,1676
243,244,34,0,Young,Allahabad,154,0,Android,Yes,0,10,42,16,56323,45621,19,0,0,35,Parts_change,Service_center,4,1193
244,245,55,0,Old,Kottayam,106,0,Android,No,5,5,13,3,78227,60234,23,0,0,21,Parts_change,Service_center,5,1901
245,246,38,1,Middle,Erode,69,0,iOS,Yes,4,8,22,6,33668,27944,17,0,0,27,Parts_change,Service_center,4,689
246,247,31,1,Young,Meerut,168,1,Windows,Yes,2,8,48,19,86114,66307,23,0,0,19,Parts_change,Service_center,4,1259
247,248,29,0,Young,Agra,154,1,Windows,No,0,10,49,19,56323,43368,23,1,11,1,Technical_Queries,Remote_sharing,5,0
248,249,30,1,Young,Tiruppur,132,1,Windows,Yes,2,10,49,19,86114,71474,17,0,0,26,Product_upgrade,Customer_support,3,25834
249,250,21,0,Young,Hubli–Dharwad,215,1,Windows,No,2,4,50,20,86114,66307,23,1,11,1,Technical_Queries,Customer_support,5,0
250,251,19,1,Young,Bhilai,207,0,Android,No,2,4,30,12,86114,69752,19,0,0,21,Parts_change,Service_center,5,2131
251,252,23,0,Young,Ranchi,144,0,iOS,Yes,3,6,54,21,47192,39169,17,0,0,31,Parts_change,Service_center,5,1221
252,253,59,0,Old,Jodhpur,116,0,iOS,No,3,3,16,4,47192,44832,5,1,11,1,Technical_Queries,Remote_sharing,5,0
253,254,22,1,Young,Nellore,186,1,Windows,Yes,0,3,36,14,56323,53506,5,1,8,4,Technical_Queries,Remote_sharing,4,0
254,255,48,1,Old,Varanasi,126,1,Linux,No,4,5,23,6,33668,27944,17,0,0,14,Parts_change,Service_center,5,1946
255,256,42,0,Middle,Kochi,114,0,iOS,No,3,3,22,6,47192,39169,17,0,0,17,Product_upgrade,Customer_support,2,14157
256,257,33,0,Young,Surat,186,1,Windows,Yes,1,7,41,16,89528,74308,17,0,0,16,Product_upgrade,Customer_support,2,26858
257,258,44,1,Middle,Jhansi,174,1,Linux,No,3,7,18,5,47192,38225,19,1,6,6,Technical_Queries,Remote_sharing,5,0
258,259,22,0,Young,Malappuram,147,0,iOS,No,1,6,56,22,89528,78784,12,0,0,28,Parts_change,Service_center,5,1121
259,260,37,1,Middle,Mysore,50,1,Linux,Yes,3,6,30,9,47192,38225,19,0,0,33,Parts_change,Service_center,5,1575
260,261,27,0,Young,Patna,205,0,iOS,Yes,1,4,50,20,89528,74308,17,1,11,1,Technical_Queries,Remote_sharing,5,0
261,262,55,0,Old,Bareilly,134,0,Android,Yes,5,1,18,5,78227,64928,17,1,0,12,Parts_change,Service_center,5,2377
262,263,39,0,Middle,Kollam,141,1,Linux,Yes,2,4,11,3,86114,69752,19,0,0,19,Parts_change,Service_center,4,857
263,264,25,1,Young,Ludhiana,197,0,iOS,No,2,4,51,20,86114,71474,17,1,2,10,Technical_Queries,Customer_support,4,0
264,265,55,1,Old,Aligarh,139,0,iOS,Yes,3,5,24,7,47192,38225,19,1,6,6,Technical_Queries,Customer_support,5,0
265,266,54,1,Old,Mysore,106,0,iOS,No,3,3,16,4,47192,44832,5,1,10,2,Technical_Queries,Customer_support,4,0
266,267,41,1,Middle,Ranchi,136,1,Linux,Yes,4,6,20,6,33668,29627,12,0,0,22,Product_upgrade,Customer_support,2,10100
267,268,28,0,Young,Bhilai,169,1,Linux,No,3,9,40,16,47192,36337,23,1,3,9,Parts_change,Service_center,4,2427
268,269,35,0,Young,Warangal,214,1,Linux,No,3,6,49,19,47192,36337,23,0,0,25,Product_upgrade,Customer_support,2,14157
269,270,30,0,Young,Chandigarh,219,0,Android,No,3,4,60,24,47192,39169,17,0,0,25,Product_upgrade,Customer_support,2,14157
270,271,39,1,Middle,Jamshedpur,92,0,Android,Yes,4,7,37,11,33668,27944,17,1,11,1,Technical_Queries,Remote_sharing,5,0
271,272,40,0,Middle,Malappuram,69,0,Android,Yes,3,8,14,4,47192,41528,12,1,8,4,Technical_Queries,Remote_sharing,5,0
272,273,35,1,Middle,Gwalior,191,0,Android,No,4,4,36,10,33668,29627,12,1,10,2,Technical_Queries,Remote_sharing,5,0
273,274,37,0,Middle,Visakhapatnam,124,1,Linux,Yes,2,4,25,7,86114,71474,17,1,7,5,Technical_Queries,Remote_sharing,4,0
274,275,43,1,Middle,Mangalore,176,0,iOS,Yes,3,7,25,7,47192,44832,5,0,0,39,Product_upgrade,Customer_support,3,14157
275,276,23,0,Young,Vasai-VirarCity,206,0,Android,No,1,9,54,21,89528,72517,19,0,0,28,Product_upgrade,Customer_support,2,26858
276,277,55,1,Old,Faridabad,150,0,Android,No,5,3,15,4,78227,60234,23,1,1,11,Technical_Queries,Customer_support,5,0
277,278,35,0,Old,Vijayawada,202,0,iOS,No,3,5,24,7,47192,41528,12,1,3,9,Technical_Queries,Remote_sharing,4,0
278,279,60,1,Old,Pune,105,0,Android,No,5,5,20,6,78227,60234,23,1,8,4,Technical_Queries,Remote_sharing,4,0
279,280,26,1,Young,Kolhapur,167,1,Windows,Yes,2,5,58,23,86114,69752,19,1,9,3,Technical_Queries,Remote_sharing,4,0
280,281,52,1,Old,Vellore,110,1,Linux,Yes,3,3,23,6,47192,36337,23,0,0,22,Parts_change,Service_center,4,1443
281,282,39,0,Middle,Amravati,85,1,Windows,Yes,3,4,34,10,47192,36337,23,1,7,5,Technical_Queries,Remote_sharing,5,0
282,283,52,0,Old,Tiruchirappalli,130,1,Windows,No,4,5,2,0,33668,27944,17,0,0,23,Product_upgrade,Customer_support,2,10100
283,284,52,0,Old,Ujjain,117,1,Linux,No,5,5,9,2,78227,68839,12,0,0,16,Parts_change,Service_center,5,862
284,285,50,1,Old,Dhanbad,148,0,iOS,Yes,5,6,7,2,78227,74315,5,1,3,9,Parts_change,Service_center,5,1740
285,286,37,1,Middle,Nanded,136,1,Windows,Yes,2,4,40,12,86114,71474,17,0,0,38,Product_upgrade,Customer_support,4,25834
286,287,36,1,Middle,Dhanbad,161,0,iOS,Yes,2,8,39,11,86114,66307,23,0,0,19,Parts_change,Service_center,4,461
287,288,39,1,Middle,Jodhpur,132,1,Windows,Yes,3,7,25,7,47192,41528,12,1,0,12,Technical_Queries,Customer_support,4,0
288,289,57,1,Old,Visakhapatnam,115,1,Linux,Yes,3,1,23,6,47192,41528,12,0,0,13,Parts_change,Service_center,4,1221
289,290,34,1,Young,Rajkot,219,1,Linux,No,0,1,33,13,56323,45621,19,1,0,12,Parts_change,Service_center,5,1724
290,291,31,1,Young,BokaroSteelCity,201,1,Linux,No,1,1,50,20,89528,68936,23,0,0,22,Parts_change,Service_center,5,2131
291,292,21,0,Young,Jabalpur,165,0,iOS,No,0,6,60,24,56323,49564,12,1,9,3,Technical_Queries,Remote_sharing,5,0
292,293,34,1,Young,Kolhapur,193,1,Windows,No,2,6,48,19,86114,66307,23,0,0,19,Product_upgrade,Customer_support,5,25834
293,294,45,0,Middle,Ahmedabad,109,0,Android,Yes,2,6,12,3,86114,71474,17,0,0,29,Parts_change,Service_center,4,1106
294,295,36,0,Middle,Guntur,127,0,Android,No,4,6,30,9,33668,27944,17,0,0,35,Product_upgrade,Customer_support,2,10100
295,296,22,0,Young,Rajahmundry,205,0,iOS,No,3,4,54,21,47192,39169,17,1,0,12,Technical_Queries,Remote_sharing,5,0
296,297,30,1,Young,Pune,175,0,Android,Yes,0,4,35,14,56323,49564,12,1,12,0,Technical_Queries,Customer_support,5,0
297,298,48,0,Old,Visakhapatnam,120,1,Windows,No,3,6,26,7,47192,41528,12,1,6,6,Technical_Queries,Remote_sharing,4,0
298,299,47,0,Old,Bhavnagar,128,0,Android,Yes,5,3,12,3,78227,68839,12,1,5,7,Technical_Queries,Customer_support,5,0
299,300,50,1,Old,Visakhapatnam,147,0,iOS,No,5,3,25,7,78227,63363,19,0,0,14,Parts_change,Service_center,5,2129
300,301,21,1,Young,Srinagar,213,0,Android,Yes,1,3,53,21,89528,74308,17,0,0,28,Parts_change,Service_center,4,2242
301,302,44,1,Middle,Faridabad,170,1,Windows,Yes,3,4,20,6,47192,44832,5,0,0,16,Product_upgrade,Customer_support,2,14157
302,303,51,0,Old,Jamshedpur,128,1,Linux,Yes,4,3,17,5,33668,31984,5,1,8,4,Technical_Queries,Remote_sharing,5,0
303,304,38,1,Middle,Tiruvannamalai,84,0,Android,Yes,4,4,36,10,33668,31984,5,1,5,7,Technical_Queries,Remote_sharing,5,0
304,305,44,1,Middle,Siliguri,125,0,Android,Yes,2,3,35,10,86114,66307,23,1,9,3,Technical_Queries,Remote_sharing,5,0
305,306,55,0,Old,Aurangabad,140,1,Linux,No,3,1,14,4,47192,36337,23,1,10,2,Technical_Queries,Customer_support,5,0
306,307,59,1,Old,Gwalior,127,0,Android,No,3,1,20,6,47192,44832,5,0,0,13,Product_upgrade,Customer_support,5,14157
307,308,26,1,Young,Kozhikode,151,1,Windows,No,2,1,27,10,86114,66307,23,1,3,9,Parts_change,Service_center,4,468
308,309,30,1,Young,Hyderabad,195,0,Android,No,2,1,43,17,86114,81808,5,1,2,10,Parts_change,Service_center,4,1941
309,310,49,0,Old,Kakinada,143,0,Android,Yes,4,3,28,8,33668,29627,12,1,11,1,Technical_Queries,Remote_sharing,5,0
310,311,23,1,Young,Ajmer,166,0,iOS,No,1,3,49,19,89528,72517,19,1,10,2,Technical_Queries,Remote_sharing,4,0
311,312,46,1,Old,Ludhiana,129,0,Android,No,3,3,30,9,47192,41528,12,0,0,37,Product_upgrade,Customer_support,5,14157
312,313,26,0,Young,Meerut,215,1,Linux,No,0,4,52,20,56323,43368,23,0,0,17,Product_upgrade,Customer_support,5,16896
313,314,43,0,Middle,Agra,62,1,Linux,No,4,6,22,6,33668,31984,5,0,0,37,Product_upgrade,Customer_support,4,10100
314,315,59,0,Old,Salem,103,0,iOS,Yes,4,5,26,7,33668,29627,12,0,0,39,Product_upgrade,Customer_support,2,10100
315,316,18,1,Young,Surat,149,0,iOS,Yes,2,5,36,14,86114,71474,17,0,0,29,Product_upgrade,Customer_support,2,25834
316,317,46,0,Old,Bhiwandi,144,1,Windows,No,4,6,20,6,33668,31984,5,1,8,4,Technical_Queries,Remote_sharing,5,0
317,318,25,0,Young,Malappuram,175,0,iOS,Yes,3,6,50,20,47192,44832,5,1,5,7,Parts_change,Service_center,5,1801
318,319,45,1,Middle,Hubli–Dharwad,129,1,Windows,Yes,2,8,23,6,86114,81808,5,0,0,34,Product_upgrade,Customer_support,2,25834
319,320,50,1,Old,Sangli,124,0,Android,No,3,5,19,5,47192,41528,12,0,0,36,Product_upgrade,Customer_support,2,14157
320,321,38,1,Middle,Ghaziabad,65,1,Linux,Yes,2,8,11,3,86114,69752,19,0,0,27,Product_upgrade,Customer_support,3,25834
321,322,25,1,Young,Tirupati,213,0,iOS,No,1,8,40,16,89528,68936,23,1,2,10,Parts_change,Service_center,5,1855
322,323,21,0,Young,Kakinada,200,1,Windows,Yes,3,4,46,18,47192,44832,5,1,7,5,Technical_Queries,Remote_sharing,4,0
323,324,27,0,Young,Gorakhpur,166,1,Linux,No,0,10,53,21,56323,49564,12,1,4,8,Technical_Queries,Remote_sharing,4,0
324,325,43,1,Middle,Mathura,50,0,iOS,No,3,8,18,5,47192,44832,5,0,0,27,Parts_change,Service_center,5,770
325,326,55,1,Old,Noida,125,1,Linux,No,4,5,1,0,33668,25924,23,1,9,3,Technical_Queries,Customer_support,5,0
326,327,23,1,Young,Siliguri,213,1,Linux,Yes,2,5,57,22,86114,69752,19,1,9,3,Technical_Queries,Remote_sharing,4,0
327,328,43,1,Middle,Ujjain,123,0,Android,No,4,7,19,5,33668,27271,19,0,0,39,Product_upgrade,Customer_support,5,10100
328,329,42,0,Middle,Firozabad,176,0,iOS,No,3,8,39,11,47192,36337,23,1,8,4,Technical_Queries,Customer_support,4,0
329,330,52,1,Old,Bhiwandi,116,1,Linux,Yes,4,5,10,3,33668,25924,23,0,0,21,Product_upgrade,Customer_support,5,10100
330,331,23,1,Young,Ujjain,194,0,Android,Yes,0,5,55,22,56323,46748,17,1,10,2,Technical_Queries,Customer_support,4,0
331,332,51,0,Old,Bhavnagar,118,1,Windows,No,3,5,18,5,47192,39169,17,0,0,26,Product_upgrade,Customer_support,4,14157
332,333,22,0,Young,BokaroSteelCity,131,1,Linux,No,0,10,40,16,56323,46748,17,1,11,1,Technical_Queries,Remote_sharing,5,0
333,334,58,0,Old,Jalandhar,100,1,Windows,Yes,5,1,30,9,78227,68839,12,0,0,38,Product_upgrade,Customer_support,4,23468
334,335,19,1,Young,Jhansi,202,0,iOS,No,0,1,31,12,56323,53506,5,0,0,33,Product_upgrade,Customer_support,4,16896
335,336,47,1,Old,Vellore,145,1,Linux,No,3,6,26,7,47192,36337,23,1,11,1,Technical_Queries,Remote_sharing,5,0
336,337,20,0,Young,Kannur,213,0,iOS,Yes,1,10,50,20,89528,78784,12,0,0,39,Product_upgrade,Customer_support,5,26858
337,338,53,0,Old,Bareilly,115,1,Linux,Yes,5,1,24,7,78227,74315,5,0,0,17,Product_upgrade,Customer_support,3,23468
338,339,52,1,Old,Jammu,136,1,Windows,No,4,6,29,8,33668,31984,5,0,0,22,Product_upgrade,Customer_support,2,10100
339,340,53,1,Old,Patna,113,1,Windows,No,5,3,4,1,78227,60234,23,1,5,7,Technical_Queries,Remote_sharing,5,0
340,341,38,1,Middle,Varanasi,110,0,Android,Yes,2,3,32,9,86114,66307,23,0,0,20,Product_upgrade,Customer_support,2,25834
341,342,45,0,Middle,Dhanbad,116,0,iOS,No,3,7,33,9,47192,41528,12,0,0,29,Parts_change,Service_center,5,706
342,343,23,1,Young,Jalandhar,197,1,Linux,No,0,7,40,16,56323,45621,19,1,7,5,Technical_Queries,Remote_sharing,4,0
343,344,26,0,Young,Kolhapur,155,1,Linux,Yes,1,4,45,18,89528,72517,19,1,10,2,Technical_Queries,Customer_support,4,0
344,345,56,0,Old,Belgaum,122,0,iOS,Yes,4,5,8,2,33668,27944,17,1,10,2,Technical_Queries,Customer_support,4,0
345,346,42,1,Middle,Allahabad,130,1,Linux,Yes,4,3,10,3,33668,29627,12,1,3,9,Technical_Queries,Remote_sharing,5,0
346,347,58,1,Old,Gurgaon,104,0,Android,Yes,3,6,29,8,47192,44832,5,1,4,8,Technical_Queries,Remote_sharing,4,0
347,348,24,0,Young,Siliguri,162,1,Windows,No,1,6,56,22,89528,74308,17,1,9,3,Technical_Queries,Remote_sharing,4,0
348,349,52,1,Old,Agra,134,1,Windows,No,5,6,9,2,78227,60234,23,1,0,12,Parts_change,Service_center,4,1346
349,350,37,1,Middle,Ujjain,132,1,Windows,Yes,4,3,34,10,33668,27944,17,0,0,26,Product_upgrade,Customer_support,5,10100
350,351,35,1,Middle,Belgaum,172,0,iOS,No,3,3,37,11,47192,44832,5,0,0,15,Parts_change,Service_center,5,1096
351,352,44,1,Middle,Tirupati,149,0,Android,Yes,3,6,25,7,47192,36337,23,1,12,0,Technical_Queries,Customer_support,5,0
352,353,42,1,Middle,Warangal,150,0,Android,Yes,4,3,29,8,33668,29627,12,1,8,4,Technical_Queries,Customer_support,5,0
353,354,52,0,Old,Solapur,121,1,Linux,No,3,1,17,5,47192,39169,17,1,9,3,Technical_Queries,Remote_sharing,5,0
354,355,32,1,Young,Jhansi,170,1,Windows,No,0,1,59,23,56323,49564,12,1,7,5,Technical_Queries,Remote_sharing,4,0
355,356,50,0,Old,Mysore,109,1,Linux,Yes,3,5,24,7,47192,36337,23,1,12,0,Technical_Queries,Customer_support,4,0
356,357,36,0,Middle,Tiruchirappalli,170,0,Android,No,2,4,24,7,86114,71474,17,1,5,7,Technical_Queries,Customer_support,5,0
357,358,27,0,Young,Ahmedabad,160,0,iOS,No,3,9,50,20,47192,36337,23,0,0,36,Product_upgrade,Customer_support,3,14157
358,359,50,0,Old,Dehradun,142,0,Android,Yes,5,1,11,3,78227,63363,19,1,4,8,Technical_Queries,Customer_support,5,0
359,360,24,1,Young,Ghaziabad,173,0,iOS,No,2,1,55,22,86114,81808,5,0,0,22,Product_upgrade,Customer_support,2,25834
360,361,40,1,Middle,Pune,168,1,Linux,Yes,4,8,18,5,33668,29627,12,0,0,30,Parts_change,Service_center,5,1572
361,362,20,1,Young,Jamnagar,152,0,iOS,Yes,0,8,45,18,56323,49564,12,0,0,32,Parts_change,Service_center,5,1411
362,363,60,1,Old,Bikaner,127,0,iOS,Yes,4,5,15,4,33668,31984,5,0,0,17,Parts_change,Service_center,5,2439
363,364,45,1,Middle,Varanasi,139,0,Android,Yes,2,8,24,7,86114,75780,12,1,2,10,Parts_change,Service_center,5,1568
364,365,24,1,Young,Belgaum,216,0,iOS,Yes,2,8,29,11,86114,75780,12,0,0,19,Parts_change,Service_center,5,1753
365,366,31,0,Young,Kolhapur,194,0,iOS,Yes,2,4,44,17,86114,81808,5,1,0,12,Technical_Queries,Remote_sharing,4,0
366,367,57,0,Old,Tirupati,117,0,Android,No,4,6,20,6,33668,29627,12,0,0,34,Parts_change,Service_center,5,590
367,368,57,1,Old,Tiruppur,150,0,Android,No,3,6,5,1,47192,41528,12,1,11,1,Technical_Queries,Remote_sharing,4,0
368,369,22,0,Young,Rourkela,166,1,Linux,No,3,6,49,19,47192,44832,5,0,0,21,Parts_change,Service_center,4,2029
369,370,31,0,Young,Palakkad,170,1,Windows,No,2,9,48,19,86114,66307,23,0,0,34,Parts_change,Service_center,4,1332
370,371,35,1,Young,Kochi,147,0,iOS,Yes,1,9,26,10,89528,72517,19,1,5,7,Parts_change,Service_center,5,658
371,372,51,0,Old,Nanded,105,1,Linux,Yes,4,6,15,4,33668,31984,5,1,7,5,Technical_Queries,Customer_support,5,0
372,373,33,0,Young,Bhubaneswar,183,1,Windows,No,3,6,44,17,47192,38225,19,0,0,24,Parts_change,Service_center,4,1238
373,374,48,1,Old,Kolhapur,131,0,Android,No,5,3,9,2,78227,68839,12,1,11,1,Technical_Queries,Remote_sharing,4,0
374,375,44,1,Middle,Kannur,179,1,Windows,Yes,3,3,13,3,47192,36337,23,0,0,22,Product_upgrade,Customer_support,4,14157
375,376,60,1,Old,Hyderabad,148,0,Android,Yes,4,6,14,4,33668,27271,19,0,0,35,Parts_change,Service_center,5,2287
376,377,22,0,Young,Jhansi,216,1,Windows,No,2,10,43,17,86114,69752,19,0,0,29,Parts_change,Service_center,4,2010
377,378,40,1,Middle,Surat,137,1,Windows,No,4,6,30,9,33668,31984,5,1,11,1,Technical_Queries,Remote_sharing,4,0
378,379,50,0,Old,Kolhapur,121,0,Android,No,4,1,12,3,33668,27944,17,0,0,14,Parts_change,Service_center,4,1386
379,380,47,1,Old,Bhopal,110,1,Windows,No,3,3,22,6,47192,36337,23,0,0,28,Parts_change,Service_center,5,2331
380,381,55,1,Old,Dehradun,123,1,Linux,No,3,1,12,3,47192,39169,17,1,3,9,Technical_Queries,Customer_support,4,0
381,382,33,1,Young,Jamshedpur,140,0,Android,No,0,1,40,16,56323,53506,5,1,8,4,Technical_Queries,Customer_support,5,0
382,383,18,1,Young,Meerut,130,1,Windows,Yes,1,1,29,11,89528,78784,12,0,0,35,Product_upgrade,Customer_support,5,26858
383,384,43,0,Middle,Bhilai,62,1,Linux,No,3,8,32,9,47192,41528,12,0,0,29,Product_upgrade,Customer_support,3,14157
384,385,56,0,Old,Bangalore,126,0,Android,No,5,5,10,3,78227,68839,12,1,10,2,Technical_Queries,Customer_support,4,0
385,386,26,1,Young,Kannur,170,0,iOS,Yes,2,5,44,17,86114,75780,12,0,0,18,Parts_change,Service_center,4,959
386,387,48,0,Old,Patna,145,0,Android,No,3,6,27,8,47192,41528,12,0,0,23,Product_upgrade,Customer_support,3,14157
387,388,19,1,Young,Jaipur,212,0,Android,Yes,0,6,42,16,56323,43368,23,1,3,9,Technical_Queries,Remote_sharing,4,0
388,389,44,0,Middle,Lucknow,92,0,iOS,Yes,2,3,36,10,86114,66307,23,0,0,16,Parts_change,Service_center,4,1730
389,390,48,1,Old,Gorakhpur,142,0,iOS,No,5,1,26,7,78227,68839,12,1,6,6,Technical_Queries,Customer_support,4,0
390,391,31,1,Young,Siliguri,140,0,iOS,No,0,1,51,20,56323,43368,23,0,0,22,Product_upgrade,Customer_support,2,16896
391,392,27,1,Young,Solapur,165,0,Android,Yes,1,1,43,17,89528,74308,17,1,7,5,Technical_Queries,Customer_support,4,0
392,393,18,1,Young,Hyderabad,168,1,Windows,No,1,1,49,19,89528,72517,19,1,2,10,Technical_Queries,Remote_sharing,5,0
393,394,57,0,Old,Belgaum,131,1,Linux,No,5,6,8,2,78227,64928,17,0,0,27,Product_upgrade,Customer_support,5,23468
394,395,48,0,Old,Bhavnagar,136,1,Linux,Yes,4,5,28,8,33668,27944,17,0,0,16,Parts_change,Service_center,4,688
395,396,40,1,Middle,Kottayam,167,0,Android,Yes,4,8,15,4,33668,27944,17,0,0,20,Parts_change,Service_center,5,516
396,397,55,1,Old,Pune,146,1,Linux,No,5,5,1,0,78227,63363,19,0,0,34,Parts_change,Service_center,4,1949
397,398,49,1,Old,Bareilly,139,1,Linux,Yes,5,6,1,0,78227,68839,12,1,10,2,Technical_Queries,Customer_support,5,0
398,399,54,0,Old,Kottayam,133,0,iOS,Yes,4,1,25,7,33668,25924,23,0,0,30,Parts_change,Service_center,5,1783
399,400,30,1,Young,Ajmer,137,1,Windows,Yes,1,1,25,10,89528,72517,19,1,4,8,Technical_Queries,Customer_support,4,0
400,401,29,0,Young,Warangal,216,0,Android,Yes,3,7,54,21,47192,41528,12,1,5,7,Technical_Queries,Customer_support,4,0
401,402,29,0,Young,Ghaziabad,132,0,iOS,Yes,3,9,49,19,47192,36337,23,1,3,9,Parts_change,Service_center,5,1626
402,403,41,1,Middle,Jamnagar,132,1,Windows,Yes,4,7,32,9,33668,27271,19,1,2,10,Parts_change,Service_center,4,493
